lead_id,created_at,campaign_id,source,channel,project_interest,unit_type_interest,budget_min,budget_max,preferred_location,nationality,residency_country,customer_segment,purchase_purpose,financing_preference,lead_score,sales_agent_id,broker_id,first_response_at,first_contact_at,last_activity_at,current_stage,loss_reason,qualification_status,appointment_date,site_visit_date,sale_id,estimated_deal_value,marketing_consent,duplicate_flag
LEA-000079,2025-07-10 00:00:00,CMP-0004,Broker Referral,Brokers,AUR,Villa,37986000.0,51393000.0,New Cairo,Egyptian,Egypt,High Net Worth,Rental Income,Undecided,28,AGT-003,BRK-11,2025-07-10 00:38:36,2025-07-10 04:51:35,2025-07-10 04:51:35,lost,Location Preference Changed,Unqualified,,,,44690000.0,False,False
LEA-000080,2025-08-22 00:00:00,CMP-0015,Google Display,Google Display,AUR,Apartment,31545000.0,42679000.0,New Cairo,Egyptian,Egypt,First-Time Buyer,Second Home,Undecided,58,AGT-005,,2025-08-22 00:09:15,2025-08-22 00:46:24,2025-08-22 00:46:24,lost,Financing Declined,Unqualified,,,,37112000.0,True,False
LEA-000081,2024-08-14 00:00:00,CMP-0019,Organic Website,Organic Website,AUR,Duplex,24299000.0,32875000.0,New Cairo,Kuwaiti,Kuwait,Mass Affluent,Rental Income,Developer Payment Plan,70,AGT-006,BRK-02,2024-08-14 00:55:48,2024-08-14 06:15:26,2024-08-22 20:49:20,dormant,,Qualified,2024-08-22,,,28587000.0,True,False
LEA-000082,2024-12-03 00:00:00,CMP-0006,TikTok,TikTok,AUR,Villa,30871000.0,41767000.0,New Cairo,Egyptian,Egypt,Mass Affluent,Rental Income,Developer Payment Plan,87,AGT-003,,2024-12-03 01:49:01,2024-12-03 05:06:19,2024-12-03 18:21:44,dormant,,Qualified,,,,36319000.0,True,False
LEA-000083,2025-06-16 00:00:00,CMP-0004,Broker Referral,Brokers,AUR,Duplex,33850000.0,45797000.0,New Cairo,Egyptian,Egypt,Mass Affluent,Investment / Resale,Undecided,58,AGT-004,BRK-02,2025-06-16 00:32:12,2025-06-16 05:47:03,2025-06-16 05:47:03,lost,Timeline Mismatch,Unqualified,,,,39824000.0,True,False
LEA-000084,2025-05-20 00:00:00,CMP-0010,LinkedIn,LinkedIn,AUR,Duplex,38559000.0,52169000.0,New Cairo,British,United Kingdom,First-Time Buyer,Second Home,Undecided,88,AGT-010,BRK-03,2025-05-20 00:57:47,2025-05-20 04:39:06,2025-05-23 19:48:03,dormant,,Qualified,,,,45364000.0,True,False
LEA-000085,2025-02-01 00:00:00,CMP-0016,TikTok,TikTok,AUR,Duplex,27434000.0,37117000.0,New Cairo,Kuwaiti,Kuwait,First-Time Buyer,Investment / Resale,Undecided,66,AGT-003,,2025-02-01 00:46:10,2025-02-01 02:45:10,2025-02-01 02:45:10,lost,Budget Mismatch,Unqualified,,,,32276000.0,True,False
LEA-000086,2024-12-06 00:00:00,CMP-0006,TikTok,TikTok,AUR,Villa,24013000.0,32489000.0,New Cairo,Kuwaiti,Kuwait,High Net Worth,Second Home,Bank Mortgage,22,AGT-006,,2024-12-06 00:25:56,2024-12-06 01:14:17,2024-12-06 01:14:17,lost,Timeline Mismatch,Unqualified,,,,28251000.0,True,False
LEA-000087,2024-07-17 00:00:00,CMP-0020,LinkedIn,LinkedIn,AUR,Villa,37886000.0,51258000.0,New Cairo,Egyptian,Egypt,First-Time Buyer,Primary Residence,Cash,29,AGT-001,,,,2024-07-17 00:00:00,lost,Price Objection,Unqualified,,,,44572000.0,True,False
LEA-000088,2025-09-20 00:00:00,CMP-0021,Google Search,Google Search,AUR,Villa,34113000.0,46153000.0,New Cairo,Emirati,UAE,High Net Worth,Primary Residence,Developer Payment Plan,18,AGT-008,,2025-09-20 00:06:12,2025-09-20 04:17:40,2025-09-20 04:17:40,lost,Unresponsive,Unqualified,,,,40133000.0,True,False
LEA-000089,2024-07-06 00:00:00,CMP-0016,TikTok,TikTok,AUR,Apartment,34863000.0,47168000.0,New Cairo,British,United Kingdom,First-Time Buyer,Investment / Resale,Bank Mortgage,60,AGT-005,,2024-07-06 00:25:30,2024-07-06 01:06:31,2024-07-06 01:06:31,lost,Price Objection,Unqualified,,,,41015000.0,True,False
LEA-000090,2025-01-27 00:00:00,CMP-0012,Google Search,Google Search,AUR,Villa,28593000.0,38685000.0,New Cairo,Egyptian,Egypt,Investor,Rental Income,Undecided,47,AGT-006,,2025-01-27 00:27:53,2025-01-27 06:06:43,2025-01-27 06:06:43,lost,Financing Declined,Unqualified,,,,33639000.0,True,False
LEA-000091,2026-03-14 00:00:00,CMP-0009,Google Search,Google Search,AUR,Villa,32208000.0,43576000.0,New Cairo,Saudi,Saudi Arabia,Investor,Rental Income,Developer Payment Plan,74,AGT-001,,2026-03-14 00:53:15,2026-03-14 04:30:03,2026-04-07 01:06:17,dormant,,Qualified,2026-03-23,2026-03-26,,37892000.0,True,False
LEA-000092,2026-02-27 00:00:00,CMP-0005,LinkedIn,LinkedIn,AUR,Apartment,27191000.0,36788000.0,New Cairo,Emirati,UAE,Mass Affluent,Rental Income,Developer Payment Plan,45,AGT-001,,2026-02-27 00:21:56,2026-02-27 05:33:41,2026-03-08 12:33:11,dormant,,Qualified,2026-03-05,2026-03-08,,31990000.0,True,False
LEA-000093,2025-03-02 00:00:00,CMP-0006,TikTok,TikTok,AUR,Apartment,34338000.0,46457000.0,New Cairo,Egyptian,Egypt,First-Time Buyer,Investment / Resale,Undecided,56,AGT-009,,2025-03-02 00:15:45,2025-03-02 01:45:19,2025-03-26 13:49:35,dormant,,Qualified,2025-03-12,2025-03-14,,40397000.0,True,False
LEA-000094,2025-10-09 00:00:00,CMP-0008,LinkedIn,LinkedIn,AUR,Villa,28989000.0,39220000.0,New Cairo,British,United Kingdom,First-Time Buyer,Investment / Resale,Bank Mortgage,56,AGT-007,,2025-10-09 00:39:53,2025-10-09 05:39:12,2025-10-09 05:39:12,lost,Location Preference Changed,Unqualified,,,,34105000.0,True,False
LEA-000095,2026-06-16 00:00:00,CMP-0021,Google Search,Google Search,AUR,Duplex,31485000.0,42598000.0,New Cairo,Egyptian,Egypt,High Net Worth,Investment / Resale,Bank Mortgage,74,AGT-007,,2026-06-16 00:12:31,2026-06-16 04:52:34,2026-06-25 03:47:40,contract,,Qualified,2026-06-20,2026-06-21,SAL-000012,37041000.0,True,False
LEA-000096,2025-12-11 00:00:00,CMP-0012,Google Search,Google Search,AUR,Villa,22101000.0,29901000.0,New Cairo,Jordanian,Egypt,First-Time Buyer,Rental Income,Cash,55,AGT-008,BRK-11,,,2025-12-11 00:00:00,lost,Budget Mismatch,Unqualified,,,,26001000.0,True,False
LEA-000097,2025-04-21 00:00:00,CMP-0007,Call Center,Call Center,AUR,Villa,36772000.0,49750000.0,New Cairo,Egyptian,Egypt,Mass Affluent,Primary Residence,Cash,49,AGT-002,,2025-04-21 00:48:14,2025-04-21 03:21:59,2025-04-21 03:21:59,lost,Timeline Mismatch,Unqualified,,,,43261000.0,True,False
LEA-000098,2025-01-09 00:00:00,CMP-0008,LinkedIn,LinkedIn,AUR,Duplex,38799000.0,52493000.0,New Cairo,Egyptian,Egypt,Mass Affluent,Investment / Resale,Developer Payment Plan,60,AGT-004,,2025-01-09 00:23:14,2025-01-09 02:19:33,2025-01-10 18:42:02,dormant,,Qualified,,,,45646000.0,True,False
LEA-000099,2024-12-04 00:00:00,CMP-0019,Organic Website,Organic Website,AUR,Duplex,35669000.0,48258000.0,New Cairo,Egyptian,Egypt,Mass Affluent,Primary Residence,Developer Payment Plan,69,AGT-009,,2024-12-04 00:45:42,2024-12-04 02:06:54,2024-12-04 19:57:09,dormant,,Qualified,,,,41963000.0,True,False
LEA-000100,2025-03-28 00:00:00,CMP-0013,TikTok,TikTok,AUR,Villa,32764000.0,44328000.0,New Cairo,Egyptian,Egypt,High Net Worth,Second Home,Undecided,43,AGT-008,,2025-03-28 00:23:11,2025-03-28 05:56:34,2025-03-28 05:56:34,lost,Timeline Mismatch,Unqualified,,,,38546000.0,True,False
LEA-000101,2025-05-10 00:00:00,CMP-0012,Google Search,Google Search,AUR,Villa,33721000.0,45622000.0,New Cairo,Egyptian,Egypt,Mass Affluent,Second Home,Bank Mortgage,52,AGT-009,,2025-05-10 00:30:34,2025-05-10 02:47:39,2025-05-18 01:00:24,dormant,,Qualified,2025-05-16,2025-05-18,,39672000.0,True,False
LEA-000102,2025-08-11 00:00:00,CMP-0019,Organic Website,Organic Website,AUR,Duplex,28959000.0,39180000.0,New Cairo,Egyptian,Egypt,Mass Affluent,Investment / Resale,Cash,60,AGT-006,,2025-08-11 00:23:42,2025-08-11 05:04:52,2025-08-12 01:45:23,dormant,,Qualified,,,,34069000.0,True,False
LEA-000103,2025-02-25 00:00:00,CMP-0015,Google Display,Google Display,AUR,Apartment,30575000.0,41366000.0,New Cairo,British,United Kingdom,Investor,Second Home,Cash,45,AGT-002,,2025-02-25 00:27:16,2025-02-25 05:31:43,2025-03-13 16:45:52,dormant,,Qualified,2025-03-06,2025-03-08,,35971000.0,True,False
LEA-000104,2026-01-11 00:00:00,CMP-0019,Organic Website,Organic Website,AUR,Apartment,34287000.0,46388000.0,New Cairo,Egyptian,Egypt,First-Time Buyer,Primary Residence,Developer Payment Plan,54,AGT-006,BRK-09,2026-01-11 00:33:52,2026-01-11 01:18:05,2026-02-01 16:19:01,dormant,,Qualified,2026-01-22,2026-01-23,,40337000.0,True,False
LEA-000105,2026-01-30 00:00:00,CMP-0003,Broker Referral,Brokers,AUR,Apartment,34569000.0,46770000.0,New Cairo,Egyptian,Egypt,Mass Affluent,Rental Income,Developer Payment Plan,48,AGT-003,BRK-11,2026-01-30 00:23:22,2026-01-30 05:24:44,2026-01-30 05:24:44,lost,Price Objection,Unqualified,,,,40669000.0,True,False
LEA-000106,2025-11-10 00:00:00,CMP-0009,Google Search,Google Search,AUR,Duplex,28617000.0,38716000.0,New Cairo,Egyptian,Egypt,Mass Affluent,Second Home,Undecided,35,AGT-007,,2025-11-10 00:31:49,2025-11-10 03:46:02,2025-11-10 03:46:02,lost,Timeline Mismatch,Unqualified,,,,33666000.0,True,False
LEA-000107,2026-03-03 00:00:00,CMP-0009,Google Search,Google Search,AUR,Villa,33140000.0,44836000.0,New Cairo,Jordanian,Jordan,High Net Worth,Second Home,Developer Payment Plan,53,AGT-010,BRK-09,2026-03-03 00:25:40,2026-03-03 06:10:45,2026-03-17 19:18:29,dormant,,Qualified,2026-03-15,2026-03-17,,38988000.0,True,False
LEA-000108,2024-10-14 00:00:00,CMP-0003,Broker Referral,Brokers,AUR,Apartment,26315000.0,35603000.0,New Cairo,Emirati,UAE,Mass Affluent,Primary Residence,Undecided,46,AGT-002,BRK-01,,,2024-10-14 00:00:00,lost,Unresponsive,Unqualified,,,,30959000.0,True,False
LEA-000109,2025-10-27 00:00:00,CMP-0002,Outdoor,Outdoor,AUR,Villa,38921000.0,52658000.0,New Cairo,Egyptian,Egypt,Mass Affluent,Rental Income,Undecided,60,AGT-004,,2025-10-27 00:36:49,2025-10-27 02:54:43,2025-11-12 15:13:38,dormant,,Qualified,2025-11-03,2025-11-05,,45790000.0,True,False
LEA-000110,2025-09-28 00:00:00,CMP-0015,Google Display,Google Display,AUR,Duplex,33541000.0,45379000.0,New Cairo,Saudi,Egypt,Mass Affluent,Second Home,Developer Payment Plan,53,AGT-004,,2025-09-28 00:33:26,2025-09-28 01:57:13,2025-10-09 14:18:17,dormant,,Qualified,2025-10-09,2025-10-09,,39460000.0,True,False
LEA-000111,2024-10-25 00:00:00,CMP-0012,Google Search,Google Search,AUR,Villa,31868000.0,43116000.0,New Cairo,Egyptian,Egypt,First-Time Buyer,Investment / Resale,Bank Mortgage,60,AGT-007,,,,2024-10-25 00:00:00,lost,Timeline Mismatch,Unqualified,,,,37492000.0,True,False
LEA-000112,2026-05-19 00:00:00,CMP-0020,LinkedIn,LinkedIn,AUR,Apartment,27794000.0,37604000.0,New Cairo,British,United Kingdom,High Net Worth,Second Home,Bank Mortgage,59,AGT-006,,,,2026-05-19 00:00:00,lost,Location Preference Changed,Unqualified,,,,32699000.0,False,False
LEA-000113,2026-01-12 00:00:00,CMP-0008,LinkedIn,LinkedIn,AUR,Duplex,30420000.0,41156000.0,New Cairo,Emirati,UAE,Investor,Investment / Resale,Undecided,57,AGT-002,BRK-09,2026-01-12 00:14:00,2026-01-12 03:36:57,2026-01-31 20:43:04,dormant,,Qualified,2026-01-18,2026-01-20,,35788000.0,True,False
LEA-000114,2025-05-09 00:00:00,CMP-0009,Google Search,Google Search,AUR,Duplex,28666000.0,38783000.0,New Cairo,Saudi,Saudi Arabia,High Net Worth,Primary Residence,Cash,71,AGT-002,,2025-05-09 00:07:31,2025-05-09 05:24:40,2025-05-13 04:10:59,dormant,,Qualified,,,,33725000.0,True,False
LEA-000115,2026-01-08 00:00:00,CMP-0007,Call Center,Call Center,AUR,Villa,35864000.0,48523000.0,New Cairo,Egyptian,Egypt,Mass Affluent,Investment / Resale,Undecided,78,AGT-004,,,,2026-01-08 00:00:00,lost,Financing Declined,Unqualified,,,,42194000.0,True,False
LEA-000116,2025-07-21 00:00:00,CMP-0016,TikTok,TikTok,AUR,Apartment,36493000.0,49373000.0,New Cairo,Other,Other,Mass Affluent,Second Home,Cash,53,AGT-002,,2025-07-21 00:42:09,2025-07-21 06:32:17,2025-07-23 23:24:10,dormant,,Qualified,,,,42933000.0,True,False
LEA-000117,2025-03-19 00:00:00,CMP-0012,Google Search,Google Search,AUR,Villa,22739000.0,30764000.0,New Cairo,Egyptian,Egypt,Mass Affluent,Primary Residence,Developer Payment Plan,28,AGT-002,,2025-03-19 00:26:34,2025-03-19 03:47:50,2025-03-19 03:47:50,lost,Timeline Mismatch,Unqualified,,,,26752000.0,True,False
LEA-000118,2024-09-24 00:00:00,CMP-0016,TikTok,TikTok,AUR,Villa,24028000.0,32508000.0,New Cairo,Saudi,Egypt,First-Time Buyer,Primary Residence,Undecided,84,AGT-010,,2024-09-24 00:32:23,2024-09-24 02:01:53,2024-10-16 21:52:10,dormant,,Qualified,2024-10-06,2024-10-08,,28268000.0,True,False
LEA-000119,2024-11-10 00:00:00,CMP-0018,TikTok,TikTok,AUR,Duplex,23403000.0,31664000.0,New Cairo,Egyptian,Egypt,Investor,Second Home,Developer Payment Plan,55,AGT-006,,2024-11-10 00:40:38,2024-11-10 04:56:35,2024-11-10 04:56:35,lost,Price Objection,Unqualified,,,,27534000.0,True,False
LEA-000120,2025-06-11 00:00:00,CMP-0011,Meta,Meta,AUR,Apartment,25047000.0,33886000.0,New Cairo,Kuwaiti,Kuwait,Mass Affluent,Primary Residence,Undecided,48,AGT-007,,,,2025-06-11 00:00:00,lost,Chose Competitor Project,Unqualified,,,,29466000.0,True,False
LEA-000121,2025-01-18 00:00:00,CMP-0011,Meta,Meta,AUR,Apartment,39036000.0,52813000.0,New Cairo,Saudi,Egypt,High Net Worth,Primary Residence,Bank Mortgage,61,AGT-007,,2025-01-18 00:40:27,2025-01-18 05:12:25,2025-01-20 02:05:07,dormant,,Qualified,,,,45925000.0,True,False
LEA-000122,2026-03-03 00:00:00,CMP-0022,Organic Website,Organic Website,AUR,Apartment,27612000.0,37358000.0,New Cairo,Egyptian,Egypt,Mass Affluent,Second Home,Developer Payment Plan,54,AGT-002,,2026-03-03 00:27:25,2026-03-03 05:43:43,2026-03-04 08:19:15,dormant,,Qualified,,,,32485000.0,True,True
LEA-000123,2024-12-28 00:00:00,CMP-0008,LinkedIn,LinkedIn,AUR,Apartment,37245000.0,50390000.0,New Cairo,Kuwaiti,Kuwait,Mass Affluent,Investment / Resale,Bank Mortgage,83,AGT-003,,2024-12-28 01:22:06,2024-12-28 05:02:55,2024-12-31 14:39:38,dormant,,Qualified,,,,43817000.0,True,False
LEA-000124,2025-04-28 00:00:00,CMP-0021,Google Search,Google Search,AUR,Duplex,24847000.0,33617000.0,New Cairo,Emirati,UAE,Investor,Second Home,Bank Mortgage,30,AGT-007,,2025-04-28 00:16:10,2025-04-28 00:56:00,2025-04-28 00:56:00,lost,Location Preference Changed,Unqualified,,,,29232000.0,True,False
LEA-000125,2026-01-08 00:00:00,CMP-0018,TikTok,TikTok,AUR,Apartment,30650000.0,41467000.0,New Cairo,Egyptian,Egypt,First-Time Buyer,Second Home,Developer Payment Plan,23,AGT-001,,2026-01-08 00:49:34,2026-01-08 06:31:07,2026-01-08 06:31:07,lost,Location Preference Changed,Unqualified,,,,36059000.0,True,False
LEA-000126,2024-07-12 00:00:00,CMP-0017,Organic Website,Organic Website,AUR,Apartment,22667000.0,30667000.0,New Cairo,Egyptian,Egypt,High Net Worth,Second Home,Cash,63,AGT-005,,2024-07-12 00:21:43,2024-07-12 01:28:29,2024-07-23 23:45:52,dormant,,Qualified,2024-07-22,2024-07-23,,26667000.0,True,False
LEA-000127,2026-04-16 00:00:00,CMP-0016,TikTok,TikTok,AUR,Villa,32353000.0,43771000.0,New Cairo,Kuwaiti,Kuwait,Mass Affluent,Investment / Resale,Cash,58,AGT-005,BRK-03,,,2026-04-16 00:00:00,lost,Unresponsive,Unqualified,,,,38062000.0,False,False
LEA-000128,2024-10-23 00:00:00,CMP-0016,TikTok,TikTok,AUR,Duplex,38201000.0,51684000.0,New Cairo,Kuwaiti,Kuwait,High Net Worth,Rental Income,Cash,47,AGT-004,,2024-10-23 00:23:08,2024-10-23 02:50:55,2024-10-23 02:50:55,lost,Timeline Mismatch,Unqualified,,,,44942000.0,True,False
LEA-000129,2024-12-05 00:00:00,CMP-0010,LinkedIn,LinkedIn,AUR,Villa,29463000.0,39861000.0,New Cairo,British,United Kingdom,Mass Affluent,Primary Residence,Bank Mortgage,46,AGT-002,,2024-12-05 00:24:54,2024-12-05 04:07:39,2024-12-10 23:14:53,dormant,,Qualified,2024-12-10,,,34662000.0,True,False
LEA-000130,2025-06-09 00:00:00,CMP-0022,Organic Website,Organic Website,AUR,Duplex,36610000.0,49531000.0,New Cairo,British,United Kingdom,Investor,Rental Income,Bank Mortgage,57,AGT-009,,2025-06-09 00:31:34,2025-06-09 05:00:10,2025-06-09 05:00:10,lost,Chose Competitor Project,Unqualified,,,,43070000.0,False,False
LEA-000131,2025-10-24 00:00:00,CMP-0005,LinkedIn,LinkedIn,AUR,Apartment,35837000.0,48485000.0,New Cairo,Egyptian,Egypt,Investor,Primary Residence,Undecided,58,AGT-004,,2025-10-24 00:24:08,2025-10-24 03:52:15,2025-11-10 01:26:56,dormant,,Qualified,2025-10-28,2025-10-30,,42161000.0,True,False
LEA-000132,2024-08-05 00:00:00,CMP-0017,Organic Website,Organic Website,AUR,Duplex,30011000.0,40603000.0,New Cairo,Egyptian,Egypt,First-Time Buyer,Second Home,Bank Mortgage,32,AGT-009,,2024-08-05 00:22:25,2024-08-05 05:08:57,2024-08-05 05:08:57,lost,Price Objection,Unqualified,,,,35307000.0,True,False
LEA-000133,2024-11-12 00:00:00,CMP-0009,Google Search,Google Search,AUR,Duplex,29797000.0,40313000.0,New Cairo,Jordanian,Egypt,Investor,Rental Income,Developer Payment Plan,47,AGT-005,,2024-11-12 00:41:00,2024-11-12 05:12:58,2024-11-12 05:12:58,lost,Timeline Mismatch,Unqualified,,,,35055000.0,True,False
LEA-000134,2025-08-03 00:00:00,CMP-0018,TikTok,TikTok,AUR,Duplex,31639000.0,42806000.0,New Cairo,Egyptian,Egypt,Mass Affluent,Primary Residence,Undecided,81,AGT-010,,2025-08-03 02:50:39,2025-08-03 03:39:44,2025-08-08 17:59:16,dormant,,Qualified,2025-08-07,2025-08-08,,37222000.0,True,False
LEA-000135,2025-03-08 00:00:00,CMP-0011,Meta,Meta,AUR,Villa,30401000.0,41130000.0,New Cairo,Egyptian,Egypt,First-Time Buyer,Primary Residence,Developer Payment Plan,8,AGT-008,BRK-10,2025-03-08 00:44:24,2025-03-08 02:24:10,2025-03-08 02:24:10,lost,Chose Competitor Project,Unqualified,,,,35766000.0,True,False
LEA-000136,2026-04-19 00:00:00,CMP-0006,TikTok,TikTok,AUR,Villa,21788000.0,29478000.0,New Cairo,Egyptian,Egypt,Investor,Second Home,Undecided,45,AGT-003,,2026-04-19 00:54:52,2026-04-19 01:14:36,2026-05-03 14:32:17,dormant,,Qualified,2026-04-30,2026-05-03,,25633000.0,True,False
LEA-000137,2025-01-04 00:00:00,CMP-0013,TikTok,TikTok,AUR,Villa,37183000.0,50307000.0,New Cairo,Egyptian,Egypt,Investor,Primary Residence,Bank Mortgage,38,AGT-010,,2025-01-04 00:35:08,2025-01-04 06:13:38,2025-01-15 14:32:00,dormant,,Qualified,2025-01-15,,,43745000.0,False,False
LEA-000138,2024-09-05 00:00:00,CMP-0018,TikTok,TikTok,AUR,Apartment,35456000.0,47969000.0,New Cairo,Egyptian,Egypt,First-Time Buyer,Investment / Resale,Cash,21,AGT-001,,2024-09-05 00:25:06,2024-09-05 02:35:14,2024-09-30 16:31:18,dormant,,Qualified,2024-09-15,2024-09-17,,41712000.0,True,False
LEA-000139,2026-02-22 00:00:00,CMP-0014,LinkedIn,LinkedIn,AUR,Villa,36918000.0,49947000.0,New Cairo,Egyptian,Egypt,Mass Affluent,Second Home,Cash,99,AGT-003,,2026-02-22 04:24:22,2026-02-22 10:00:51,2026-03-14 19:43:56,dormant,,Qualified,2026-02-27,2026-02-28,,43432000.0,True,False
LEA-000140,2025-01-30 00:00:00,CMP-0022,Organic Website,Organic Website,AUR,Villa,35241000.0,47679000.0,New Cairo,Egyptian,Egypt,Mass Affluent,Primary Residence,Cash,48,AGT-007,,2025-01-30 00:06:47,2025-01-30 04:48:26,2025-02-02 05:02:58,dormant,,Qualified,,,,41460000.0,True,False
LEA-000141,2025-11-05 00:00:00,CMP-0015,Google Display,Google Display,AUR,Apartment,24764000.0,33504000.0,New Cairo,Egyptian,Egypt,Mass Affluent,Rental Income,Bank Mortgage,60,AGT-002,,2025-11-05 00:03:00,2025-11-05 02:10:43,2025-11-22 08:55:58,dormant,,Qualified,2025-11-14,2025-11-14,,29134000.0,True,False
LEA-000142,2024-12-04 00:00:00,CMP-0014,LinkedIn,LinkedIn,AUR,Apartment,30332000.0,41037000.0,New Cairo,Emirati,UAE,Investor,Second Home,Cash,23,AGT-010,,2024-12-04 00:43:48,2024-12-04 04:59:49,2024-12-04 04:59:49,lost,Unresponsive,Unqualified,,,,35684000.0,True,False
LEA-000143,2026-02-12 00:00:00,CMP-0011,Meta,Meta,AUR,Apartment,27768000.0,37569000.0,New Cairo,Egyptian,Egypt,Investor,Second Home,Cash,33,AGT-007,,2026-02-12 00:17:47,2026-02-12 04:42:15,2026-03-08 22:44:05,dormant,,Qualified,2026-02-23,2026-02-23,,32668000.0,True,False
LEA-000144,2026-03-11 00:00:00,CMP-0019,Organic Website,Organic Website,AUR,Duplex,22224000.0,30068000.0,New Cairo,British,United Kingdom,High Net Worth,Investment / Resale,Bank Mortgage,42,AGT-001,,2026-03-11 00:41:36,2026-03-11 01:21:55,2026-04-02 07:40:22,dormant,,Qualified,2026-03-19,2026-03-19,,26146000.0,True,False
LEA-000145,2026-06-27 00:00:00,CMP-0014,LinkedIn,LinkedIn,AUR,Villa,31806000.0,43032000.0,New Cairo,Egyptian,Egypt,First-Time Buyer,Second Home,Bank Mortgage,60,AGT-003,,2026-06-27 00:06:52,2026-06-27 01:21:37,2026-07-07 10:58:05,site_visit_completed,,Qualified,2026-07-07,2026-07-07,,37419000.0,True,False
LEA-000146,2024-08-14 00:00:00,CMP-0017,Organic Website,Organic Website,AUR,Villa,38392000.0,51942000.0,New Cairo,Egyptian,Egypt,High Net Worth,Rental Income,Undecided,25,AGT-003,,2024-08-14 00:10:18,2024-08-14 01:06:31,2024-08-14 01:06:31,lost,Budget Mismatch,Unqualified,,,,45167000.0,True,False
LEA-000147,2025-04-22 00:00:00,CMP-0005,LinkedIn,LinkedIn,AUR,Duplex,36760000.0,49734000.0,New Cairo,Kuwaiti,Kuwait,Investor,Rental Income,Undecided,71,AGT-006,,2025-04-22 00:39:28,2025-04-22 02:17:55,2025-04-24 22:37:38,dormant,,Qualified,,,,43247000.0,True,False
LEA-000148,2024-12-07 00:00:00,CMP-0005,LinkedIn,LinkedIn,AUR,Villa,31301000.0,42348000.0,New Cairo,Jordanian,Jordan,Investor,Rental Income,Developer Payment Plan,70,AGT-002,,2024-12-07 00:17:18,2024-12-07 02:10:39,2024-12-30 09:19:54,dormant,,Qualified,2024-12-16,2024-12-17,,36824000.0,True,False
LEA-000149,2025-10-06 00:00:00,CMP-0005,LinkedIn,LinkedIn,AUR,Duplex,37873000.0,51239000.0,New Cairo,Egyptian,Egypt,High Net Worth,Investment / Resale,Cash,18,AGT-002,,2025-10-06 00:12:39,2025-10-06 02:17:46,2025-10-06 02:17:46,lost,Financing Declined,Unqualified,,,,44556000.0,True,False
LEA-000150,2026-01-31 00:00:00,CMP-0016,TikTok,TikTok,AUR,Villa,38060000.0,51493000.0,New Cairo,Emirati,UAE,First-Time Buyer,Second Home,Undecided,63,AGT-004,,2026-01-31 00:18:41,2026-01-31 02:30:11,2026-01-31 02:30:11,lost,Location Preference Changed,Unqualified,,,,44777000.0,True,False
LEA-000151,2025-07-03 00:00:00,CMP-0018,TikTok,TikTok,AUR,Duplex,29887000.0,40436000.0,New Cairo,Egyptian,Egypt,First-Time Buyer,Primary Residence,Bank Mortgage,73,AGT-003,,,,2025-07-03 00:00:00,lost,Financing Declined,Unqualified,,,,35161000.0,True,False
LEA-000152,2024-10-27 00:00:00,CMP-0005,LinkedIn,LinkedIn,AUR,Apartment,32965000.0,44600000.0,New Cairo,Egyptian,Egypt,High Net Worth,Second Home,Developer Payment Plan,81,AGT-008,,2024-10-27 00:59:59,2024-10-27 01:23:21,2024-10-27 01:23:21,lost,Budget Mismatch,Unqualified,,,,38782000.0,True,False
LEA-000153,2026-04-12 00:00:00,CMP-0018,TikTok,TikTok,AUR,Villa,33130000.0,44823000.0,New Cairo,Egyptian,Egypt,Investor,Investment / Resale,Developer Payment Plan,85,AGT-009,,2026-04-12 06:21:18,2026-04-12 09:09:59,2026-04-12 09:09:59,lost,Price Objection,Unqualified,,,,38977000.0,True,False
