sale_id,unit_id,project_id,customer_id,reservation_date,contract_date,sales_agent_id,team_id,broker_id,lead_id,lead_source,campaign_id,gross_price,discount_value,discount_pct,net_sales_value,commission_value,payment_plan_years,down_payment_value,reservation_deposit,sales_channel,buyer_type,contract_status,cancellation_flag,cancellation_date,cancellation_reason,days_lead_to_reservation,days_reservation_to_contract,down_payment_pct,expected_handover_date,forecast_handover_date
SAL-000090,AUR-P2-B1-00167,AUR,CUS-000090,2024-10-04,,AGT-005,Team Apex,,,Direct / Walk-In,,7004387.5,301188.66,4.3,6703198.84,0.0,3,1628877.32,140087.75,Direct,End-User,Reserved,False,,,,,24.3,2027-03-31,2027-03-31
SAL-000091,AUR-P1-B3-00099,AUR,CUS-000091,2025-06-21,2025-07-11,AGT-006,Team Falcon,,,Direct / Walk-In,,8812947.0,343704.93,3.9,8469242.07,0.0,6,1431301.91,150000.0,Direct,End-User,Contracted,False,,,,20.0,16.9,2027-03-31,2027-03-31
SAL-000092,AUR-P1-B4-00120,AUR,CUS-000092,2025-01-05,2025-01-23,AGT-009,Team Falcon,,,Direct / Walk-In,,12951567.9,440353.31,3.4,12511214.59,0.0,4,2677399.92,150000.0,Direct,End-User,Contracted,False,,,,18.0,21.4,2027-03-31,2027-03-31
SAL-000093,AUR-P2-B3-00212,AUR,CUS-000093,2025-08-07,2025-08-16,AGT-005,Team Apex,,,Direct / Walk-In,,6085855.6,213004.95,3.5,5872850.65,0.0,3,1203934.38,121717.11,Direct,End-User,Contracted,False,,,,9.0,20.5,2027-03-31,2027-03-31
SAL-000094,AUR-P1-B4-00107,AUR,CUS-000094,2026-04-19,,AGT-002,Team Apex,,,Direct / Walk-In,,13053691.4,469932.89,3.6,12583758.51,0.0,6,2881680.7,150000.0,Direct,End-User,Reserved,False,,,,,22.9,2027-03-31,2027-03-31
SAL-000095,AUR-P1-B1-00023,AUR,CUS-000095,2024-11-06,2024-11-28,AGT-009,Team Falcon,,,Direct / Walk-In,,9807283.9,509978.76,5.2,9297305.14,0.0,4,2166272.1,150000.0,Direct,End-User,Contracted,False,,,,22.0,23.3,2027-03-31,2027-03-31
SAL-000096,AUR-P3-B4-00408,AUR,CUS-000096,2025-09-06,2025-09-23,AGT-003,Team Apex,,,Direct / Walk-In,,8063945.0,467708.81,5.8,7596236.19,0.0,5,1587613.36,150000.0,Direct,End-User,Contracted,False,,,,16.0,20.9,2027-03-31,2027-03-31
SAL-000097,AUR-P3-B3-00352,AUR,CUS-000097,2026-04-30,2026-05-27,AGT-005,Team Apex,,,Direct / Walk-In,,11160666.0,245534.65,2.2,10915131.35,0.0,4,1790081.54,150000.0,Direct,End-User,Contracted,False,,,,26.0,16.4,2027-03-31,2027-03-31
SAL-000098,AUR-P2-B3-00222,AUR,CUS-000098,2025-06-30,,AGT-003,Team Apex,,,Direct / Walk-In,,6761177.5,169029.44,2.5,6592148.06,0.0,6,1252508.13,135223.55,Direct,End-User,Reserved,False,,,,,19.0,2027-03-31,2027-03-31
SAL-000099,AUR-P1-B4-00116,AUR,CUS-000099,2024-09-30,2024-10-10,AGT-006,Team Falcon,,,Direct / Walk-In,,9385944.0,347279.93,3.7,9038664.07,0.0,4,1608882.2,150000.0,Direct,End-User,Contracted,False,,,,10.0,17.8,2027-03-31,2027-03-31
SAL-000100,AUR-P2-B4-00267,AUR,CUS-000100,2026-02-14,2026-02-27,AGT-003,Team Apex,,,Direct / Walk-In,,4058177.0,162327.08,4.0,3895849.92,0.0,6,876566.23,81163.54,Direct,End-User,Contracted,False,,,,13.0,22.5,2027-03-31,2027-03-31
SAL-000101,AUR-P3-B3-00362,AUR,CUS-000101,2025-04-17,2025-04-26,AGT-008,Team Falcon,,,Direct / Walk-In,,10760108.9,591805.99,5.5,10168302.91,0.0,6,1850631.13,150000.0,Direct,End-User,Contracted,False,,,,9.0,18.2,2027-03-31,2027-03-31
SAL-000102,AUR-P3-B1-00287,AUR,CUS-000102,2024-07-21,2024-08-06,AGT-007,Team Falcon,,,Direct / Walk-In,,5537316.2,182731.43,3.3,5354584.77,0.0,4,1306518.68,110746.32,Direct,End-User,Contracted,False,,,,16.0,24.4,2027-03-31,2027-03-31
SAL-000103,AUR-P2-B4-00271,AUR,CUS-000103,2025-07-11,2025-08-03,AGT-010,Team Falcon,,,Direct / Walk-In,,5386180.5,231605.76,4.3,5154574.74,0.0,3,1216479.64,107723.61,Direct,End-User,Contracted,False,,,,22.0,23.6,2027-03-31,2027-03-31
SAL-000104,AUR-P3-B1-00299,AUR,CUS-000104,2025-09-05,2025-10-10,AGT-003,Team Apex,,,Direct / Walk-In,,12171048.0,511184.02,4.2,11659863.98,0.0,5,1958857.15,150000.0,Direct,End-User,Contracted,False,,,,34.0,16.8,2027-03-31,2027-03-31
SAL-000105,AUR-P1-B4-00129,AUR,CUS-000105,2025-04-11,2025-04-28,AGT-002,Team Apex,,,Direct / Walk-In,,33168321.6,1459406.15,4.4,31708915.45,0.0,6,5263679.96,150000.0,Direct,End-User,Contracted,False,,,,17.0,16.6,2027-03-31,2027-03-31
SAL-000106,AUR-P3-B3-00351,AUR,CUS-000106,2024-07-31,2024-08-29,AGT-001,Team Apex,BRK-13,,Broker Referral,,4885844.7,146575.34,3.0,4739269.36,97155.02,4,848329.22,97716.89,Broker,End-User,Contracted,False,,,,28.0,17.9,2027-03-31,2027-03-31
SAL-000107,AUR-P1-B2-00059,AUR,CUS-000107,2024-12-31,,AGT-006,Team Falcon,,,Direct / Walk-In,,9689875.0,281006.38,2.9,9408868.62,0.0,4,1985271.28,150000.0,Direct,End-User,Reserved,False,,,,,21.1,2027-03-31,2027-03-31
SAL-000108,AUR-P2-B1-00169,AUR,CUS-000108,2025-05-24,,AGT-009,Team Falcon,,,Direct / Walk-In,,28423394.4,653738.07,2.3,27769656.33,0.0,6,6275942.33,150000.0,Direct,End-User,Reserved,False,,,,,22.6,2027-03-31,2027-03-31
SAL-000109,AUR-P3-B1-00282,AUR,CUS-000109,2026-04-02,,AGT-006,Team Falcon,,,Direct / Walk-In,,9678570.0,290357.1,3.0,9388212.9,0.0,4,1962136.5,150000.0,Direct,End-User,Reserved,False,,,,,20.9,2027-03-31,2027-03-31
SAL-000110,AUR-P1-B2-00061,AUR,CUS-000110,2026-04-13,2026-05-12,AGT-004,Team Apex,,,Direct / Walk-In,,8055226.0,306098.59,3.8,7749127.41,0.0,6,1859790.58,150000.0,Direct,End-User,Contracted,False,,,,29.0,24.0,2027-03-31,2027-03-31
SAL-000111,AUR-P3-B1-00296,AUR,CUS-000111,2024-08-24,,AGT-009,Team Falcon,,,Direct / Walk-In,,12089693.0,652843.42,5.4,11436849.58,0.0,3,2241622.52,150000.0,Direct,End-User,Reserved,False,,,,,19.6,2027-03-31,2027-03-31
SAL-000112,AUR-P2-B3-00240,AUR,CUS-000112,2025-12-20,2026-01-18,AGT-007,Team Falcon,,,Direct / Walk-In,,10104017.2,454680.77,4.5,9649336.43,0.0,4,2007061.98,150000.0,Direct,End-User,Contracted,False,,,,29.0,20.8,2027-03-31,2027-03-31
SAL-000113,AUR-P1-B4-00132,AUR,CUS-000113,2024-12-17,2024-12-22,AGT-003,Team Apex,BRK-13,,Broker Referral,,7736117.4,170194.58,2.2,7565922.82,155101.42,4,1868782.94,150000.0,Broker,End-User,Cancelled,True,2025-01-29,Personal / Financial Hardship,,5.0,24.7,2027-03-31,2027-03-31
SAL-000114,AUR-P2-B1-00175,AUR,CUS-000114,2025-02-14,2025-02-26,AGT-008,Team Falcon,,,Direct / Walk-In,,10064640.8,231486.74,2.3,9833154.06,0.0,6,1553638.34,150000.0,Direct,End-User,Contracted,False,,,,12.0,15.8,2027-03-31,2027-03-31
SAL-000115,AUR-P2-B2-00191,AUR,CUS-000115,2024-12-21,,AGT-006,Team Falcon,,,Direct / Walk-In,,17573745.0,615081.07,3.5,16958663.93,0.0,6,4087038.01,150000.0,Direct,End-User,Cancelled,True,2025-02-07,Changed Mind,,,24.1,2027-03-31,2027-03-31
SAL-000116,AUR-P1-B1-00027,AUR,CUS-000116,2025-07-07,2025-07-10,AGT-004,Team Apex,BRK-07,,Broker Referral,,8216237.4,361514.45,4.4,7854722.95,155523.51,3,1547380.42,150000.0,Broker,End-User,Contracted,False,,,,3.0,19.7,2027-03-31,2027-03-31
SAL-000117,AUR-P3-B1-00303,AUR,CUS-000117,2025-03-21,2025-04-05,AGT-004,Team Apex,,,Direct / Walk-In,,7753477.2,379920.38,4.9,7373556.82,0.0,4,1327240.23,150000.0,Direct,End-User,Contracted,False,,,,14.0,18.0,2027-03-31,2027-03-31
SAL-000118,AUR-P1-B2-00067,AUR,CUS-000118,2025-11-24,,AGT-008,Team Falcon,BRK-12,,Broker Referral,,12028882.8,661588.55,5.5,11367294.25,238713.18,4,2114316.73,150000.0,Broker,End-User,Reserved,False,,,,,18.6,2027-03-31,2027-03-31
SAL-000119,AUR-P2-B4-00259,AUR,CUS-000119,2024-10-09,2024-10-22,AGT-008,Team Falcon,,,Direct / Walk-In,,6871933.8,391700.23,5.7,6480233.57,0.0,3,1140521.11,137438.68,Direct,End-User,Contracted,False,,,,13.0,17.6,2027-03-31,2027-03-31
SAL-000120,AUR-P3-B1-00310,AUR,CUS-000120,2024-10-23,2024-11-01,AGT-004,Team Apex,,,Direct / Walk-In,,13499466.5,782969.06,5.8,12716497.44,0.0,5,2759479.94,150000.0,Direct,End-User,Contracted,False,,,,8.0,21.7,2027-03-31,2027-03-31
SAL-000121,AUR-P2-B4-00256,AUR,CUS-000121,2024-12-06,2024-12-20,AGT-007,Team Falcon,,,Direct / Walk-In,,9050820.1,416337.72,4.6,8634482.38,0.0,5,1847779.23,150000.0,Direct,End-User,Contracted,False,,,,14.0,21.4,2027-03-31,2027-03-31
SAL-000122,AUR-P1-B4-00123,AUR,CUS-000122,2025-09-22,2025-10-19,AGT-003,Team Apex,,,Direct / Walk-In,,11728774.8,445693.44,3.8,11283081.36,0.0,5,2279182.43,150000.0,Direct,End-User,Contracted,False,,,,26.0,20.2,2027-03-31,2027-03-31
SAL-000123,AUR-P3-B2-00345,AUR,CUS-000123,2025-12-23,2026-02-01,AGT-008,Team Falcon,,,Direct / Walk-In,,7692844.8,307713.79,4.0,7385131.01,0.0,5,1779816.57,150000.0,Direct,End-User,Cancelled,True,2026-03-18,Unit Defect Concern,,39.0,24.1,2027-03-31,2027-03-31
SAL-000124,AUR-P1-B1-00007,AUR,CUS-000124,2025-03-28,2025-04-21,AGT-007,Team Falcon,BRK-05,,Broker Referral,,11524861.4,437944.73,3.8,11086916.67,300455.44,6,2472382.42,150000.0,Broker,End-User,Contracted,False,,,,24.0,22.3,2027-03-31,2027-03-31
SAL-000125,AUR-P3-B2-00317,AUR,CUS-000125,2026-01-27,2026-02-20,AGT-005,Team Apex,,,Direct / Walk-In,,9028734.8,297948.25,3.3,8730786.55,0.0,6,1868388.32,150000.0,Direct,End-User,Contracted,False,,,,23.0,21.4,2027-03-31,2027-03-31
SAL-000126,AUR-P1-B2-00049,AUR,CUS-000126,2026-02-26,2026-03-26,AGT-005,Team Apex,,,Direct / Walk-In,,23985918.0,695591.62,2.9,23290326.38,0.0,4,5403355.72,150000.0,Direct,End-User,Contracted,False,,,,28.0,23.2,2027-03-31,2027-03-31
SAL-000127,AUR-P2-B2-00182,AUR,CUS-000127,2024-11-05,2024-11-24,AGT-008,Team Falcon,,,Direct / Walk-In,,5738193.7,166407.62,2.9,5571786.08,0.0,6,1142216.15,114763.87,Direct,End-User,Contracted,False,,,,18.0,20.5,2027-03-31,2027-03-31
SAL-000128,AUR-P3-B4-00409,AUR,CUS-000128,2024-12-13,2025-01-11,AGT-009,Team Falcon,,,Direct / Walk-In,,12846264.0,282617.81,2.2,12563646.19,0.0,3,3052966.02,150000.0,Direct,End-User,Contracted,False,,,,29.0,24.3,2027-03-31,2027-03-31
SAL-000129,AUR-P2-B4-00270,AUR,CUS-000129,2026-04-22,2026-05-12,AGT-003,Team Apex,,,Direct / Walk-In,,6591616.2,355947.27,5.4,6235668.93,0.0,6,1533974.56,131832.32,Direct,End-User,Contracted,False,,,,19.0,24.6,2027-03-31,2027-03-31
SAL-000130,AUR-P3-B2-00335,AUR,CUS-000130,2025-10-14,2025-10-24,AGT-003,Team Apex,,,Direct / Walk-In,,11880976.8,273262.47,2.3,11607714.33,0.0,4,2542089.44,150000.0,Direct,End-User,Contracted,False,,,,9.0,21.9,2027-03-31,2027-03-31
SAL-000131,AUR-P1-B2-00050,AUR,CUS-000131,2024-09-03,2024-09-27,AGT-007,Team Falcon,,,Direct / Walk-In,,5457882.8,180110.13,3.3,5277772.67,0.0,3,1171665.53,109157.66,Direct,End-User,Contracted,False,,,,23.0,22.2,2027-03-31,2027-03-31
SAL-000132,AUR-P1-B1-00008,AUR,CUS-000132,2025-12-13,2025-12-18,AGT-004,Team Apex,BRK-04,,Broker Referral,,8788200.0,492139.2,5.6,8296060.8,218186.4,3,1410330.34,150000.0,Broker,End-User,Contracted,False,,,,4.0,17.0,2027-03-31,2027-03-31
SAL-000133,AUR-P3-B1-00305,AUR,CUS-000133,2025-10-16,,AGT-007,Team Falcon,,,Direct / Walk-In,,6041063.0,144985.51,2.4,5896077.49,0.0,3,1096670.41,120821.26,Direct,End-User,Reserved,False,,,,,18.6,2027-03-31,2027-03-31
SAL-000134,AUR-P2-B1-00152,AUR,CUS-000134,2025-08-19,2025-09-06,AGT-007,Team Falcon,BRK-10,,Broker Referral,,11897188.2,261738.14,2.2,11635450.06,219910.01,6,1943120.16,150000.0,Broker,End-User,Contracted,False,,,,18.0,16.7,2027-03-31,2027-03-31
SAL-000135,AUR-P3-B3-00385,AUR,CUS-000135,2024-09-22,2024-10-18,AGT-006,Team Falcon,BRK-01,,Broker Referral,,14564190.0,713645.31,4.9,13850544.69,286706.28,3,3448785.63,150000.0,Broker,End-User,Contracted,False,,,,26.0,24.9,2027-03-31,2027-03-31
SAL-000136,AUR-P2-B2-00176,AUR,CUS-000136,2025-04-01,2025-04-17,AGT-001,Team Apex,,,Direct / Walk-In,,11061568.1,309723.91,2.8,10751844.19,0.0,6,2655705.51,150000.0,Direct,End-User,Contracted,False,,,,15.0,24.7,2027-03-31,2027-03-31
SAL-000137,AUR-P1-B3-00081,AUR,CUS-000137,2025-06-15,2025-06-23,AGT-008,Team Falcon,,,Direct / Walk-In,,7175745.2,387490.24,5.4,6788254.96,0.0,6,1432321.8,143514.9,Direct,End-User,Contracted,False,,,,7.0,21.1,2027-03-31,2027-03-31
SAL-000138,AUR-P1-B1-00011,AUR,CUS-000138,2025-07-05,2025-07-14,AGT-002,Team Apex,,,Direct / Walk-In,,7986656.5,175706.44,2.2,7810950.06,0.0,3,1413781.96,150000.0,Direct,End-User,Contracted,False,,,,8.0,18.1,2027-03-31,2027-03-31
SAL-000139,AUR-P3-B1-00307,AUR,CUS-000139,2025-02-26,2025-03-25,AGT-009,Team Falcon,,,Direct / Walk-In,,7448979.6,171326.53,2.3,7277653.07,0.0,5,1440975.31,148979.59,Direct,End-User,Contracted,False,,,,27.0,19.8,2027-03-31,2027-03-31
SAL-000140,AUR-P3-B1-00286,AUR,CUS-000140,2026-05-31,2026-06-01,AGT-008,Team Falcon,,,Direct / Walk-In,,21928193.1,1162194.23,5.3,20765998.87,0.0,6,3239495.82,150000.0,Direct,End-User,Contracted,False,,,,1.0,15.6,2027-03-31,2027-03-31
SAL-000141,AUR-P2-B4-00257,AUR,CUS-000141,2024-08-08,2024-08-27,AGT-005,Team Apex,,,Direct / Walk-In,,26381685.6,580397.08,2.2,25801288.52,0.0,3,3999199.72,150000.0,Direct,End-User,Contracted,False,,,,18.0,15.5,2027-03-31,2027-03-31
SAL-000142,AUR-P1-B3-00072,AUR,CUS-000142,2025-06-14,,AGT-006,Team Falcon,,,Direct / Walk-In,,5564178.2,144668.63,2.6,5419509.57,0.0,3,926736.14,111283.56,Direct,End-User,Reserved,False,,,,,17.1,2027-03-31,2027-03-31
SAL-000143,AUR-P3-B1-00295,AUR,CUS-000143,2025-09-28,,AGT-009,Team Falcon,,,Direct / Walk-In,,4617253.2,184690.13,4.0,4432563.07,0.0,4,735805.47,92345.06,Direct,End-User,Reserved,False,,,,,16.6,2027-03-31,2027-03-31
SAL-000144,AUR-P1-B4-00130,AUR,CUS-000144,2026-04-29,2026-05-21,AGT-007,Team Falcon,,,Direct / Walk-In,,12338983.8,259118.66,2.1,12079865.14,0.0,6,2017337.48,150000.0,Direct,End-User,Contracted,False,,,,22.0,16.7,2027-03-31,2027-03-31
SAL-000145,AUR-P3-B3-00377,AUR,CUS-000145,2025-01-06,2025-01-24,AGT-004,Team Apex,,,Direct / Walk-In,,9459469.8,189189.4,2.0,9270280.4,0.0,3,2030191.41,150000.0,Direct,End-User,Contracted,False,,,,17.0,21.9,2027-03-31,2027-03-31
SAL-000146,AUR-P3-B3-00383,AUR,CUS-000146,2026-01-03,,AGT-001,Team Apex,,,Direct / Walk-In,,5371392.0,284683.78,5.3,5086708.22,0.0,3,880000.52,107427.84,Direct,End-User,Reserved,False,,,,,17.3,2027-03-31,2027-03-31
SAL-000147,AUR-P3-B4-00389,AUR,CUS-000147,2025-11-11,2025-11-30,AGT-009,Team Falcon,,,Direct / Walk-In,,10930432.2,524660.75,4.8,10405771.45,0.0,5,2018719.66,150000.0,Direct,End-User,Contracted,False,,,,18.0,19.4,2027-03-31,2027-03-31
SAL-000148,AUR-P2-B2-00184,AUR,CUS-000148,2026-03-03,2026-03-08,AGT-006,Team Falcon,BRK-04,,Broker Referral,,12754348.6,726997.87,5.7,12027350.73,316319.32,4,2128841.08,150000.0,Broker,End-User,Cancelled,True,2026-04-28,Failed Credit Check,,5.0,17.7,2027-03-31,2027-03-31
SAL-000149,AUR-P3-B1-00281,AUR,CUS-000149,2026-06-12,,AGT-002,Team Apex,BRK-14,,Broker Referral,,27791775.0,694794.38,2.5,27096980.62,628649.95,3,5365202.16,150000.0,Broker,End-User,Reserved,False,,,,,19.8,2027-03-31,2027-03-31
SAL-000150,AUR-P3-B2-00324,AUR,CUS-000150,2025-08-25,2025-09-19,AGT-007,Team Falcon,,,Direct / Walk-In,,14684031.6,557993.2,3.8,14126038.4,0.0,6,3319619.02,150000.0,Direct,End-User,Contracted,False,,,,24.0,23.5,2027-03-31,2027-03-31
SAL-000151,AUR-P1-B3-00096,AUR,CUS-000151,2025-08-08,,AGT-005,Team Apex,,,Direct / Walk-In,,6587157.5,283247.77,4.3,6303909.73,0.0,4,1550761.79,131743.15,Direct,End-User,Reserved,False,,,,,24.6,2027-03-31,2027-03-31
SAL-000152,AUR-P3-B1-00300,AUR,CUS-000152,2026-04-25,2026-05-28,AGT-006,Team Falcon,,,Direct / Walk-In,,6094118.1,134070.6,2.2,5960047.5,0.0,5,894007.12,121882.36,Direct,End-User,Contracted,False,,,,33.0,15.0,2027-03-31,2027-03-31
SAL-000153,AUR-P2-B1-00150,AUR,CUS-000153,2026-04-09,,AGT-006,Team Falcon,,,Direct / Walk-In,,9116805.0,291737.76,3.2,8825067.24,0.0,4,1976815.06,150000.0,Direct,End-User,Cancelled,True,2026-05-25,Personal / Financial Hardship,,,22.4,2027-03-31,2027-03-31
SAL-000154,AUR-P2-B3-00211,AUR,CUS-000154,2024-12-14,2024-12-21,AGT-007,Team Falcon,,,Direct / Walk-In,,9334272.0,270693.89,2.9,9063578.11,0.0,4,2166195.17,150000.0,Direct,End-User,Contracted,False,,,,7.0,23.9,2027-03-31,2027-03-31
SAL-000155,AUR-P2-B1-00142,AUR,CUS-000155,2024-11-20,2024-11-29,AGT-004,Team Apex,,,Direct / Walk-In,,9029172.6,424371.11,4.7,8604801.49,0.0,5,1979104.34,150000.0,Direct,End-User,Contracted,False,,,,9.0,23.0,2027-03-31,2027-03-31
SAL-000156,AUR-P1-B4-00140,AUR,CUS-000156,2025-09-28,2025-10-21,AGT-008,Team Falcon,,,Direct / Walk-In,,23603643.9,708109.32,3.0,22895534.58,0.0,6,5609405.97,150000.0,Direct,End-User,Contracted,False,,,,23.0,24.5,2027-03-31,2027-03-31
SAL-000157,AUR-P1-B1-00006,AUR,CUS-000157,2024-12-14,2024-12-31,AGT-006,Team Falcon,,,Direct / Walk-In,,21448370.7,1115315.28,5.2,20333055.42,0.0,5,4920599.41,150000.0,Direct,End-User,Contracted,False,,,,17.0,24.2,2027-03-31,2027-03-31
SAL-000158,AUR-P2-B1-00172,AUR,CUS-000158,2025-12-30,2025-12-31,AGT-010,Team Falcon,,,Direct / Walk-In,,11818795.2,260013.49,2.2,11558781.71,0.0,4,2126815.83,150000.0,Direct,End-User,Contracted,False,,,,1.0,18.4,2027-03-31,2027-03-31
SAL-000159,AUR-P2-B1-00145,AUR,CUS-000159,2025-12-03,2025-12-27,AGT-009,Team Falcon,,,Direct / Walk-In,,7605389.8,250977.86,3.3,7354411.94,0.0,3,1448819.15,150000.0,Direct,End-User,Contracted,False,,,,24.0,19.7,2027-03-31,2027-03-31
SAL-000160,AUR-P2-B4-00250,AUR,CUS-000160,2025-02-19,2025-03-25,AGT-003,Team Apex,BRK-02,,Broker Referral,,23096054.7,1247186.95,5.4,21848867.75,380170.3,4,3736156.39,150000.0,Broker,End-User,Contracted,False,,,,33.0,17.1,2027-03-31,2027-03-31
SAL-000161,AUR-P2-B3-00238,AUR,CUS-000161,2025-10-14,2025-11-09,AGT-008,Team Falcon,,,Direct / Walk-In,,21642542.4,1103769.66,5.1,20538772.74,0.0,4,4272064.73,150000.0,Direct,End-User,Contracted,False,,,,26.0,20.8,2027-03-31,2027-03-31
SAL-000162,AUR-P3-B3-00356,AUR,CUS-000162,2026-06-30,2026-06-30,AGT-008,Team Falcon,,,Direct / Walk-In,,10820326.2,519375.66,4.8,10300950.54,0.0,4,2431024.33,150000.0,Direct,End-User,Contracted,False,,,,0.0,23.6,2027-03-31,2027-03-31
SAL-000163,AUR-P2-B4-00255,AUR,CUS-000163,2024-08-11,,AGT-008,Team Falcon,,,Direct / Walk-In,,11620632.8,592652.27,5.1,11027980.53,0.0,3,2591575.42,150000.0,Direct,End-User,Reserved,False,,,,,23.5,2027-03-31,2027-03-31
SAL-000164,AUR-P3-B3-00382,AUR,CUS-000164,2025-06-10,2025-06-11,AGT-004,Team Apex,,,Direct / Walk-In,,10321619.7,361256.69,3.5,9960363.01,0.0,4,2031914.05,150000.0,Direct,End-User,Contracted,False,,,,1.0,20.4,2027-03-31,2027-03-31
SAL-000165,AUR-P3-B4-00391,AUR,CUS-000165,2025-09-02,,AGT-010,Team Falcon,,,Direct / Walk-In,,9592476.0,460438.85,4.8,9132037.15,0.0,6,1954255.95,150000.0,Direct,End-User,Reserved,False,,,,,21.4,2027-03-31,2027-03-31
SAL-000166,AUR-P3-B4-00388,AUR,CUS-000166,2025-04-03,2025-05-01,AGT-005,Team Apex,,,Direct / Walk-In,,12626252.4,707070.13,5.6,11919182.27,0.0,3,2002422.62,150000.0,Direct,End-User,Contracted,False,,,,28.0,16.8,2027-03-31,2027-03-31
SAL-000167,AUR-P2-B2-00177,AUR,CUS-000167,2026-02-28,2026-03-17,AGT-002,Team Apex,,,Direct / Walk-In,,7250657.5,311778.27,4.3,6938879.23,0.0,4,1644514.38,145013.15,Direct,End-User,Contracted,False,,,,17.0,23.7,2027-03-31,2027-03-31
SAL-000168,AUR-P2-B3-00220,AUR,CUS-000168,2026-06-09,2026-06-25,AGT-003,Team Apex,,,Direct / Walk-In,,7073669.2,240504.75,3.4,6833164.45,0.0,4,1339300.23,141473.38,Direct,End-User,Contracted,False,,,,16.0,19.6,2027-03-31,2027-03-31
SAL-000169,AUR-P3-B2-00328,AUR,CUS-000169,2025-12-22,2025-12-25,AGT-009,Team Falcon,,,Direct / Walk-In,,10769622.0,226162.06,2.1,10543459.94,0.0,5,2171952.75,150000.0,Direct,End-User,Cancelled,True,2026-02-15,Failed Credit Check,,2.0,20.6,2027-03-31,2027-03-31
SAL-000170,AUR-P2-B2-00179,AUR,CUS-000170,2025-02-22,2025-03-21,AGT-009,Team Falcon,,,Direct / Walk-In,,13825163.2,608307.18,4.4,13216856.02,0.0,5,3132394.88,150000.0,Direct,End-User,Contracted,False,,,,26.0,23.7,2027-03-31,2027-03-31
SAL-000171,AUR-P1-B2-00036,AUR,CUS-000171,2026-06-01,,AGT-005,Team Apex,,,Direct / Walk-In,,9936194.4,268277.25,2.7,9667917.15,0.0,4,1633878.0,150000.0,Direct,End-User,Reserved,False,,,,,16.9,2027-03-31,2027-03-31
SAL-000172,AUR-P2-B3-00233,AUR,CUS-000172,2026-06-04,2026-06-28,AGT-008,Team Falcon,,,Direct / Walk-In,,10499404.0,619464.84,5.9,9879939.16,0.0,6,1600550.14,150000.0,Direct,End-User,Contracted,False,,,,24.0,16.2,2027-03-31,2027-03-31
SAL-000173,AUR-P3-B4-00413,AUR,CUS-000173,2025-04-12,2025-04-14,AGT-006,Team Falcon,,,Direct / Walk-In,,7285666.8,320569.34,4.4,6965097.46,0.0,3,1615902.61,145713.34,Direct,End-User,Contracted,False,,,,2.0,23.2,2027-03-31,2027-03-31
SAL-000174,AUR-P1-B2-00037,AUR,CUS-000174,2026-06-14,2026-06-24,AGT-003,Team Apex,,,Direct / Walk-In,,11894603.2,677992.38,5.7,11216610.82,0.0,6,2299405.22,150000.0,Direct,End-User,Contracted,False,,,,9.0,20.5,2027-03-31,2027-03-31
SAL-000175,AUR-P3-B1-00285,AUR,CUS-000175,2026-01-22,,AGT-006,Team Falcon,,,Direct / Walk-In,,10148816.7,588631.37,5.8,9560185.33,0.0,5,1912037.07,150000.0,Direct,End-User,Reserved,False,,,,,20.0,2027-03-31,2027-03-31
SAL-000176,AUR-P1-B4-00127,AUR,CUS-000176,2025-09-22,2025-10-21,AGT-002,Team Apex,,,Direct / Walk-In,,6225280.8,205434.27,3.3,6019846.53,0.0,5,1179889.92,124505.62,Direct,End-User,Cancelled,True,2025-12-12,Financing Fell Through,,28.0,19.6,2027-03-31,2027-03-31
SAL-000177,AUR-P3-B4-00419,AUR,CUS-000177,2025-03-02,2025-04-06,AGT-003,Team Apex,,,Direct / Walk-In,,5705756.8,159761.19,2.8,5545995.61,0.0,3,1136929.1,114115.14,Direct,End-User,Contracted,False,,,,35.0,20.5,2027-03-31,2027-03-31
SAL-000178,AUR-P2-B1-00162,AUR,CUS-000178,2025-11-09,2025-11-24,AGT-006,Team Falcon,,,Direct / Walk-In,,6045213.9,235763.34,3.9,5809450.56,0.0,4,1219984.62,120904.28,Direct,End-User,Contracted,False,,,,14.0,21.0,2027-03-31,2027-03-31
SAL-000179,AUR-P1-B1-00013,AUR,CUS-000179,2024-07-27,2024-08-19,AGT-008,Team Falcon,,,Direct / Walk-In,,6627310.2,384383.99,5.8,6242926.21,0.0,6,1304771.58,132546.2,Direct,End-User,Contracted,False,,,,23.0,20.9,2027-03-31,2027-03-31
SAL-000180,AUR-P3-B1-00315,AUR,CUS-000180,2024-07-28,2024-08-12,AGT-003,Team Apex,,,Direct / Walk-In,,7036029.0,189972.78,2.7,6846056.22,0.0,4,1506132.37,140720.58,Direct,End-User,Contracted,False,,,,14.0,22.0,2027-03-31,2027-03-31
SAL-000181,AUR-P1-B1-00004,AUR,CUS-000181,2025-01-13,2025-01-30,AGT-004,Team Apex,,,Direct / Walk-In,,11043180.0,298165.86,2.7,10745014.14,0.0,3,1751437.3,150000.0,Direct,End-User,Contracted,False,,,,17.0,16.3,2027-03-31,2027-03-31
SAL-000182,AUR-P2-B1-00174,AUR,CUS-000182,2024-11-05,2024-12-02,AGT-009,Team Falcon,,,Direct / Walk-In,,10251256.5,328040.21,3.2,9923216.29,0.0,5,2064028.99,150000.0,Direct,End-User,Contracted,False,,,,26.0,20.8,2027-03-31,2027-03-31
