snag_id,handover_id,unit_id,category,severity,created_at,target_resolution_date,resolved_at,status,contractor,reopen_count
SNG-00788,HAN-0224,MER-P2-B4-01945,Doors & Windows,Minor,2026-01-21,2026-01-28,,Open,Horizon Build Partners,0
SNG-00789,HAN-0224,MER-P2-B4-01945,Structural,Major,2026-02-09,2026-03-11,,In Progress,Nile Engineering Contractors,0
SNG-00790,HAN-0224,MER-P2-B4-01945,Structural,Moderate,2026-01-31,2026-02-14,2026-02-16,Resolved,Cairo Structural Works,0
SNG-00791,HAN-0224,MER-P2-B4-01945,Electrical,Moderate,2026-02-01,2026-02-15,2026-02-24,Resolved,Cairo Structural Works,1
SNG-00792,HAN-0225,MER-P2-B4-01947,Electrical,Major,2025-12-22,2026-01-21,,In Progress,Cairo Structural Works,0
SNG-00793,HAN-0225,MER-P2-B4-01947,Plumbing,Moderate,2025-12-26,2026-01-09,,Open,Prime MEP Solutions,0
SNG-00794,HAN-0225,MER-P2-B4-01947,Structural,Moderate,2025-12-24,2026-01-07,2026-01-07,Resolved,Nile Engineering Contractors,1
SNG-00795,HAN-0225,MER-P2-B4-01947,Paint & Finishing,Major,2025-12-31,2026-01-30,2026-02-10,Resolved,Horizon Build Partners,0
SNG-00796,HAN-0225,MER-P2-B4-01947,Doors & Windows,Moderate,2026-01-08,2026-01-22,2026-01-22,Resolved,Modern Facade Systems,1
SNG-00797,HAN-0226,MER-P2-B4-01948,HVAC,Major,2026-02-22,2026-03-24,,Open,Cairo Structural Works,0
SNG-00798,HAN-0226,MER-P2-B4-01948,Plumbing,Minor,2026-02-20,2026-02-27,2026-02-24,Resolved,Prime MEP Solutions,1
SNG-00799,HAN-0226,MER-P2-B4-01948,Paint & Finishing,Minor,2026-02-04,2026-02-11,2026-02-12,Resolved,Modern Facade Systems,1
