unit_id,project_id,phase,building,floor,unit_type,bedrooms,built_up_area_sqm,garden_area_sqm,terrace_area_sqm,view_type,list_price,price_per_sqm,release_date,unit_status,reservation_date,contract_date,cancellation_date,buyer_id,broker_id,sales_agent_id,discount_pct,net_contract_value,payment_plan_years,down_payment_pct,expected_handover_date,forecast_handover_date,construction_completion_pct,days_on_market,availability_bucket
AUR-P1-B4-00109,AUR,Phase 1,Building D,6,Apartment,4,178.8,20.9,0.0,Garden View,10251855.6,57337.0,2024-08-18,contracted,2026-01-31,2026-02-23,,CUS-000202,,AGT-007,5.4,9698255.4,3,22.7,2027-03-31,2027-03-31,54.0,531,365+ days
AUR-P1-B4-00110,AUR,Phase 1,Building D,1,Duplex,3,235.6,15.2,29.8,Skyline View,11650655.6,49451.0,2024-05-15,reserved,2025-04-16,,,CUS-000037,,AGT-002,2.1,11405991.83,4,23.1,2027-03-31,2027-03-31,54.0,336,181-365 days
AUR-P1-B4-00111,AUR,Phase 1,Building D,0,Villa,5,290.2,246.8,44.1,Pool View,17488032.4,60262.0,2024-10-13,contracted,2025-10-02,2025-10-04,,CUS-000055,,AGT-003,3.2,16928415.36,6,24.5,2027-03-31,2027-03-31,54.0,354,181-365 days
AUR-P1-B4-00112,AUR,Phase 1,Building D,8,Apartment,3,95.6,33.0,12.5,Street View,4843574.0,50665.0,2024-01-20,available,,,,,,,,,,,,,54.0,892,365+ days
AUR-P1-B4-00113,AUR,Phase 1,Building D,0,Villa,4,384.5,145.6,48.3,Pool View,16243587.0,42246.0,2024-06-27,available,,,,,,,,,,,,,54.0,733,365+ days
AUR-P1-B4-00114,AUR,Phase 1,Building D,0,Villa,5,432.6,109.8,32.7,Courtyard View,18483267.6,42726.0,2024-09-27,contracted,2026-03-15,2026-04-06,,CUS-000239,,AGT-001,5.8,17411238.08,4,15.8,2027-03-31,2027-03-31,54.0,534,365+ days
AUR-P1-B4-00115,AUR,Phase 1,Building D,6,Apartment,2,113.3,0.0,11.4,Street View,7418090.9,65473.0,2024-04-09,available,,,,,,,,,,,,,54.0,812,365+ days
AUR-P1-B4-00116,AUR,Phase 1,Building D,14,Apartment,2,210.4,0.0,21.6,Pool View,9385944.0,44610.0,2024-03-18,contracted,2024-09-30,2024-10-10,,CUS-000099,,AGT-006,3.7,9038664.07,4,17.8,2027-03-31,2027-03-31,54.0,196,181-365 days
AUR-P1-B4-00117,AUR,Phase 1,Building D,0,Villa,5,476.1,285.0,40.8,Courtyard View,20183307.3,42393.0,2024-02-05,available,,,,,,,,,,,,,54.0,876,365+ days
AUR-P1-B4-00118,AUR,Phase 1,Building D,1,Apartment,2,195.5,0.0,0.0,Garden View,10510666.5,53763.0,2024-07-13,contracted,2025-11-22,2025-12-07,,CUS-000229,BRK-12,AGT-001,5.9,9890537.18,4,22.7,2027-03-31,2027-03-31,54.0,497,365+ days
AUR-P1-B4-00119,AUR,Phase 1,Building D,12,Apartment,2,236.8,52.0,14.8,Garden View,13055731.2,55134.0,2024-04-17,reserved,2025-11-18,,,CUS-000038,,AGT-002,3.4,12611836.34,6,20.2,2027-03-31,2027-03-31,54.0,580,365+ days
AUR-P1-B4-00120,AUR,Phase 1,Building D,2,Apartment,4,198.3,0.0,0.0,Pool View,12951567.9,65313.0,2024-10-26,contracted,2025-01-05,2025-01-23,,CUS-000092,,AGT-009,3.4,12511214.59,4,21.4,2027-03-31,2027-03-31,54.0,71,31-90 days
AUR-P1-B4-00121,AUR,Phase 1,Building D,14,Apartment,4,168.1,2.8,0.0,Garden View,9591449.8,57058.0,2024-08-07,contracted,2026-06-27,2026-06-30,,CUS-000031,,AGT-003,5.9,9025554.26,5,23.5,2027-03-31,2027-03-31,54.0,689,365+ days
AUR-P1-B4-00122,AUR,Phase 1,Building D,7,Apartment,2,158.1,0.0,0.0,Garden View,7153866.9,45249.0,2024-07-14,contracted,2025-12-09,2026-01-12,,CUS-000225,,AGT-008,5.0,6796173.56,6,15.7,2027-03-31,2027-03-31,54.0,513,365+ days
AUR-P1-B4-00123,AUR,Phase 1,Building D,12,Apartment,4,185.4,0.0,12.6,Garden View,11728774.8,63262.0,2024-05-04,contracted,2025-09-22,2025-10-19,,CUS-000122,,AGT-003,3.8,11283081.36,5,20.2,2027-03-31,2027-03-31,54.0,506,365+ days
AUR-P1-B4-00124,AUR,Phase 1,Building D,2,Duplex,5,163.3,0.0,9.3,Skyline View,8679068.4,53148.0,2024-02-20,contracted,2026-05-22,2026-06-09,,CUS-000017,,AGT-003,4.8,8262473.12,6,22.9,2027-03-31,2027-03-31,54.0,822,365+ days
AUR-P1-B4-00125,AUR,Phase 1,Building D,3,Apartment,3,97.7,0.0,19.1,Skyline View,4854908.4,49692.0,2024-09-15,available,,,,,,,,,,,,,54.0,653,365+ days
AUR-P1-B4-00126,AUR,Phase 1,Building D,13,Apartment,3,234.2,0.0,26.9,Courtyard View,11601331.2,49536.0,2024-06-23,available,,,,,,,,,,,,,54.0,737,365+ days
AUR-P1-B4-00127,AUR,Phase 1,Building D,10,Apartment,4,143.4,0.0,0.0,Courtyard View,6225280.8,43412.0,2024-03-21,cancelled,2025-09-22,2025-10-21,2025-12-12,CUS-000176,,AGT-002,3.3,6019846.53,5,19.6,2027-03-31,2027-03-31,54.0,550,365+ days
AUR-P1-B4-00128,AUR,Phase 1,Building D,5,Apartment,3,145.8,15.5,0.0,Skyline View,6493494.6,44537.0,2024-06-23,available,,,,,,,,,,,,,54.0,737,365+ days
AUR-P1-B4-00129,AUR,Phase 1,Building D,0,Villa,5,493.4,338.1,27.1,Street View,33168321.6,67224.0,2024-10-23,contracted,2025-04-11,2025-04-28,,CUS-000105,,AGT-002,4.4,31708915.45,6,16.6,2027-03-31,2027-03-31,54.0,170,91-180 days
AUR-P1-B4-00130,AUR,Phase 1,Building D,14,Duplex,3,222.3,0.0,12.4,Street View,12338983.8,55506.0,2024-03-27,contracted,2026-04-29,2026-05-21,,CUS-000144,,AGT-007,2.1,12079865.14,6,16.7,2027-03-31,2027-03-31,54.0,763,365+ days
AUR-P1-B4-00131,AUR,Phase 1,Building D,11,Apartment,2,211.2,0.0,8.3,Courtyard View,10317964.8,48854.0,2024-02-08,available,,,,,,,,,,,,,54.0,873,365+ days
AUR-P1-B4-00132,AUR,Phase 1,Building D,11,Apartment,2,156.2,0.0,22.6,Courtyard View,7736117.4,49527.0,2024-04-29,cancelled,2024-12-17,2024-12-22,2025-01-29,CUS-000113,BRK-13,AGT-003,2.2,7565922.82,4,24.7,2027-03-31,2027-03-31,54.0,232,181-365 days
AUR-P1-B4-00133,AUR,Phase 1,Building D,0,Villa,5,339.1,310.0,32.4,Pool View,22127970.5,65255.0,2024-05-19,contracted,2025-05-17,2025-06-09,,CUS-000228,,AGT-004,5.4,20933060.09,6,22.3,2027-03-31,2027-03-31,54.0,363,181-365 days
AUR-P1-B4-00134,AUR,Phase 1,Building D,13,Apartment,2,192.6,8.2,0.0,Pool View,8234998.2,42757.0,2024-07-30,contracted,2026-05-17,2026-05-30,,CUS-000003,,AGT-001,4.6,7856188.28,5,22.6,2027-03-31,2027-03-31,54.0,656,365+ days
AUR-P1-B4-00135,AUR,Phase 1,Building D,0,Villa,5,318.7,148.3,23.5,Street View,17296167.7,54271.0,2024-01-03,available,,,,,,,,,,,,,54.0,909,365+ days
AUR-P1-B4-00136,AUR,Phase 1,Building D,6,Apartment,3,110.8,0.0,0.0,Garden View,6272942.0,56615.0,2024-02-09,available,,,,,,,,,,,,,54.0,872,365+ days
AUR-P1-B4-00137,AUR,Phase 1,Building D,10,Apartment,3,157.1,0.0,19.2,Pool View,7064472.8,44968.0,2024-06-18,contracted,2026-06-30,2026-06-30,,CUS-000030,,AGT-004,5.7,6661797.85,5,23.0,2027-03-31,2027-03-31,54.0,742,365+ days
AUR-P1-B4-00138,AUR,Phase 1,Building D,12,Duplex,5,132.3,0.0,0.0,Courtyard View,7014281.4,53018.0,2024-05-04,available,,,,,,,,,,,,,54.0,787,365+ days
AUR-P1-B4-00139,AUR,Phase 1,Building D,2,Apartment,4,187.7,0.0,27.2,Courtyard View,10170524.5,54185.0,2024-05-19,available,,,,,,,,,,,,,54.0,772,365+ days
AUR-P1-B4-00140,AUR,Phase 1,Building D,0,Villa,4,355.9,302.5,36.4,Courtyard View,23603643.9,66321.0,2024-10-02,contracted,2025-09-28,2025-10-21,,CUS-000156,,AGT-008,3.0,22895534.58,6,24.5,2027-03-31,2027-03-31,54.0,361,181-365 days
AUR-P2-B1-00141,AUR,Phase 2,Building A,14,Apartment,2,182.7,29.8,20.1,Pool View,8554379.4,46822.0,2025-04-08,available,,,,,,,,,,,,,54.0,448,365+ days
AUR-P2-B1-00142,AUR,Phase 2,Building A,9,Apartment,4,214.2,0.0,20.5,Pool View,9029172.6,42153.0,2025-07-03,contracted,2024-11-20,2024-11-29,,CUS-000155,,AGT-004,4.7,8604801.49,5,23.0,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P2-B1-00143,AUR,Phase 2,Building A,0,Villa,5,488.8,288.8,31.8,Courtyard View,30419001.6,62232.0,2024-12-04,available,,,,,,,,,,,,,54.0,573,365+ days
AUR-P2-B1-00144,AUR,Phase 2,Building A,0,Villa,4,299.9,118.1,50.0,Garden View,16098332.1,53679.0,2024-12-31,available,,,,,,,,,,,,,54.0,546,365+ days
AUR-P2-B1-00145,AUR,Phase 2,Building A,4,Apartment,2,174.7,0.0,0.0,Street View,7605389.8,43534.0,2025-08-15,contracted,2025-12-03,2025-12-27,,CUS-000159,,AGT-009,3.3,7354411.94,3,19.7,2027-03-31,2027-03-31,54.0,110,91-180 days
AUR-P2-B1-00146,AUR,Phase 2,Building A,0,Villa,4,464.7,111.1,54.9,Street View,26549705.1,57133.0,2025-03-17,contracted,2025-05-28,2025-06-23,,CUS-000018,BRK-03,AGT-009,2.9,25779763.65,5,15.2,2027-03-31,2027-03-31,54.0,72,31-90 days
AUR-P2-B1-00147,AUR,Phase 2,Building A,9,Duplex,5,221.0,42.9,13.8,Street View,11148124.0,50444.0,2025-04-26,contracted,2024-08-11,2024-08-28,,CUS-000078,,AGT-007,5.0,10590717.8,6,24.3,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P2-B1-00148,AUR,Phase 2,Building A,0,Villa,5,283.1,141.9,34.5,Street View,17911170.8,63268.0,2025-01-24,available,,,,,,,,,,,,,54.0,522,365+ days
AUR-P2-B1-00149,AUR,Phase 2,Building A,11,Apartment,4,190.0,5.2,27.4,Garden View,10934880.0,57552.0,2025-04-12,contracted,2025-01-02,2025-01-21,,CUS-000220,,AGT-008,3.9,10508419.68,3,15.6,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P2-B1-00150,AUR,Phase 2,Building A,5,Apartment,3,179.5,0.0,0.0,Street View,9116805.0,50790.0,2025-03-12,cancelled,2026-04-09,,2026-05-25,CUS-000153,,AGT-006,3.2,8825067.24,4,22.4,2027-03-31,2027-03-31,54.0,393,365+ days
AUR-P2-B1-00151,AUR,Phase 2,Building A,13,Apartment,4,197.4,0.0,0.0,Courtyard View,10781593.2,54618.0,2024-11-07,available,,,,,,,,,,,,,54.0,600,365+ days
AUR-P2-B1-00152,AUR,Phase 2,Building A,1,Apartment,2,215.4,50.8,0.0,Garden View,11897188.2,55233.0,2025-07-09,contracted,2025-08-19,2025-09-06,,CUS-000134,BRK-10,AGT-007,2.2,11635450.06,6,16.7,2027-03-31,2027-03-31,54.0,41,31-90 days
AUR-P2-B1-00153,AUR,Phase 2,Building A,0,Duplex,3,234.9,0.0,10.8,Street View,15275077.2,65028.0,2025-05-22,available,,,,,,,,,,,,,54.0,404,365+ days
AUR-P2-B1-00154,AUR,Phase 2,Building A,7,Apartment,3,130.8,0.0,0.0,Courtyard View,8606509.2,65799.0,2025-04-14,contracted,2026-05-09,2026-06-02,,CUS-000196,,AGT-006,5.0,8176183.74,5,17.1,2027-03-31,2027-03-31,54.0,390,365+ days
AUR-P2-B1-00155,AUR,Phase 2,Building A,7,Apartment,3,166.3,0.0,19.2,Pool View,10938049.9,65773.0,2024-12-19,reserved,2025-05-10,,,CUS-000036,,AGT-006,4.8,10413023.5,3,20.9,2027-03-31,2027-03-31,54.0,142,91-180 days
AUR-P2-B1-00156,AUR,Phase 2,Building A,8,Apartment,4,141.4,0.0,12.5,Skyline View,6247193.4,44181.0,2024-12-13,reserved,2025-10-24,,,CUS-000200,,AGT-005,2.2,6109755.15,3,23.9,2027-03-31,2027-03-31,54.0,315,181-365 days
AUR-P2-B1-00157,AUR,Phase 2,Building A,13,Apartment,4,224.6,0.0,8.0,Courtyard View,11696718.8,52078.0,2025-07-26,reserved,2026-03-31,,,CUS-000238,,AGT-008,3.2,11322423.8,6,15.1,2027-03-31,2027-03-31,54.0,248,181-365 days
AUR-P2-B1-00158,AUR,Phase 2,Building A,0,Duplex,4,196.9,0.0,0.0,Courtyard View,11935290.4,60616.0,2025-05-05,reserved,2025-08-06,,,CUS-000005,,AGT-001,4.4,11410137.62,6,16.2,2027-03-31,2027-03-31,54.0,93,91-180 days
AUR-P2-B1-00159,AUR,Phase 2,Building A,5,Duplex,5,109.4,0.0,16.5,Street View,7427056.6,67889.0,2024-12-29,contracted,2026-02-26,2026-04-02,,CUS-000065,,AGT-008,3.0,7204244.9,3,15.2,2027-03-31,2027-03-31,54.0,424,365+ days
AUR-P2-B1-00160,AUR,Phase 2,Building A,14,Apartment,4,136.2,0.0,0.0,Pool View,7009124.4,51462.0,2025-07-06,available,,,,,,,,,,,,,54.0,359,181-365 days
AUR-P2-B1-00161,AUR,Phase 2,Building A,13,Apartment,2,121.9,53.4,22.8,Garden View,7443457.8,61062.0,2024-11-11,contracted,2025-10-04,2025-10-13,,CUS-000224,,AGT-003,3.4,7190380.23,4,18.6,2027-03-31,2027-03-31,54.0,327,181-365 days
AUR-P2-B1-00162,AUR,Phase 2,Building A,7,Apartment,3,102.3,0.0,0.0,Skyline View,6045213.9,59093.0,2025-07-08,contracted,2025-11-09,2025-11-24,,CUS-000178,,AGT-006,3.9,5809450.56,4,21.0,2027-03-31,2027-03-31,54.0,124,91-180 days
AUR-P2-B1-00163,AUR,Phase 2,Building A,3,Apartment,3,225.1,32.0,28.7,Street View,10458371.1,46461.0,2025-04-06,contracted,2026-03-14,2026-04-12,,CUS-000039,,AGT-001,4.2,10019119.51,4,19.1,2027-03-31,2027-03-31,54.0,342,181-365 days
AUR-P2-B1-00164,AUR,Phase 2,Building A,10,Apartment,4,230.9,0.0,9.7,Courtyard View,13944743.7,60393.0,2025-06-15,available,,,,,,,,,,,,,54.0,380,365+ days
AUR-P2-B1-00165,AUR,Phase 2,Building A,11,Apartment,3,120.5,0.0,21.5,Skyline View,8161224.0,67728.0,2025-03-26,available,,,,,,,,,,,,,54.0,461,365+ days
AUR-P2-B1-00166,AUR,Phase 2,Building A,10,Apartment,3,162.7,0.0,18.9,Pool View,8022899.7,49311.0,2025-01-31,available,,,,,,,,,,,,,54.0,515,365+ days
AUR-P2-B1-00167,AUR,Phase 2,Building A,6,Apartment,3,137.5,0.0,0.0,Skyline View,7004387.5,50941.0,2025-07-25,reserved,2024-10-04,,,CUS-000090,,AGT-005,4.3,6703198.84,3,24.3,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P2-B1-00168,AUR,Phase 2,Building A,0,Villa,6,413.1,221.9,46.0,Skyline View,27658697.4,66954.0,2025-02-15,available,,,,,,,,,,,,,54.0,500,365+ days
AUR-P2-B1-00169,AUR,Phase 2,Building A,0,Villa,4,439.8,334.7,45.4,Pool View,28423394.4,64628.0,2025-05-24,reserved,2025-05-24,,,CUS-000108,,AGT-009,2.3,27769656.33,6,22.6,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P2-B1-00170,AUR,Phase 2,Building A,3,Duplex,3,168.8,0.0,9.3,Courtyard View,10560972.0,62565.0,2024-11-25,contracted,2026-05-11,2026-06-02,,CUS-000198,BRK-12,AGT-004,3.2,10223020.9,3,22.4,2027-03-31,2027-03-31,54.0,532,365+ days
AUR-P2-B1-00171,AUR,Phase 2,Building A,4,Duplex,3,190.4,39.8,21.6,Pool View,10209628.8,53622.0,2025-03-23,available,,,,,,,,,,,,,54.0,464,365+ days
AUR-P2-B1-00172,AUR,Phase 2,Building A,6,Duplex,3,203.1,0.0,19.9,Courtyard View,11818795.2,58192.0,2025-01-05,contracted,2025-12-30,2025-12-31,,CUS-000158,,AGT-010,2.2,11558781.71,4,18.4,2027-03-31,2027-03-31,54.0,359,181-365 days
AUR-P2-B1-00173,AUR,Phase 2,Building A,0,Villa,4,465.2,163.6,47.9,Pool View,24128528.4,51867.0,2024-11-15,contracted,2025-01-10,2025-01-11,,CUS-000243,,AGT-001,2.9,23428801.08,3,22.5,2027-03-31,2027-03-31,54.0,56,31-90 days
AUR-P2-B1-00174,AUR,Phase 2,Building A,14,Apartment,2,171.9,0.0,0.0,Garden View,10251256.5,59635.0,2025-02-22,contracted,2024-11-05,2024-12-02,,CUS-000182,,AGT-009,3.2,9923216.29,5,20.8,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P2-B1-00175,AUR,Phase 2,Building A,12,Apartment,4,183.1,0.0,8.4,Garden View,10064640.8,54968.0,2025-01-03,contracted,2025-02-14,2025-02-26,,CUS-000114,,AGT-008,2.3,9833154.06,6,15.8,2027-03-31,2027-03-31,54.0,42,31-90 days
AUR-P2-B2-00176,AUR,Phase 2,Building B,9,Apartment,3,190.3,0.0,10.3,Pool View,11061568.1,58127.0,2024-12-06,contracted,2025-04-01,2025-04-17,,CUS-000136,,AGT-001,2.8,10751844.19,6,24.7,2027-03-31,2027-03-31,54.0,116,91-180 days
AUR-P2-B2-00177,AUR,Phase 2,Building B,5,Apartment,4,147.5,0.0,15.0,Pool View,7250657.5,49157.0,2025-06-02,contracted,2026-02-28,2026-03-17,,CUS-000167,,AGT-002,4.3,6938879.23,4,23.7,2027-03-31,2027-03-31,54.0,271,181-365 days
AUR-P2-B2-00178,AUR,Phase 2,Building B,5,Apartment,4,209.7,34.8,14.3,Courtyard View,13287430.8,63364.0,2025-06-12,available,,,,,,,,,,,,,54.0,383,365+ days
AUR-P2-B2-00179,AUR,Phase 2,Building B,10,Apartment,2,213.8,0.0,0.0,Skyline View,13825163.2,64664.0,2025-08-24,contracted,2025-02-22,2025-03-21,,CUS-000170,,AGT-009,4.4,13216856.02,5,23.7,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P2-B2-00180,AUR,Phase 2,Building B,14,Apartment,4,127.1,0.0,0.0,Pool View,8399530.6,66086.0,2025-01-28,available,,,,,,,,,,,,,54.0,518,365+ days
AUR-P2-B2-00181,AUR,Phase 2,Building B,3,Apartment,3,196.0,0.0,0.0,Street View,9422700.0,48075.0,2025-05-17,reserved,2025-03-30,,,CUS-000213,,AGT-010,5.3,8923296.9,3,23.2,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P2-B2-00182,AUR,Phase 2,Building B,8,Apartment,4,122.3,0.0,0.0,Garden View,5738193.7,46919.0,2024-11-25,contracted,2024-11-05,2024-11-24,,CUS-000127,,AGT-008,2.9,5571786.08,6,20.5,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P2-B2-00183,AUR,Phase 2,Building B,1,Apartment,3,211.1,0.0,0.0,Street View,13475357.4,63834.0,2025-05-13,contracted,2025-12-09,2025-12-26,,CUS-000002,,AGT-001,3.9,12949818.46,5,19.5,2027-03-31,2027-03-31,54.0,210,181-365 days
AUR-P2-B2-00184,AUR,Phase 2,Building B,7,Duplex,3,200.6,0.0,0.0,Skyline View,12754348.6,63581.0,2025-01-27,cancelled,2026-03-03,2026-03-08,2026-04-28,CUS-000148,BRK-04,AGT-006,5.7,12027350.73,4,17.7,2027-03-31,2027-03-31,54.0,400,365+ days
AUR-P2-B2-00185,AUR,Phase 2,Building B,6,Apartment,4,144.0,9.3,16.1,Street View,7626096.0,52959.0,2025-07-14,contracted,2024-08-06,2024-08-31,,CUS-000249,,AGT-002,4.8,7260043.39,5,17.7,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P2-B2-00186,AUR,Phase 2,Building B,11,Duplex,5,237.7,30.5,16.6,Skyline View,15856729.3,66709.0,2024-11-24,contracted,2026-05-16,2026-06-14,,CUS-000027,BRK-01,AGT-006,2.3,15492024.53,5,21.0,2027-03-31,2027-03-31,54.0,538,365+ days
AUR-P2-B2-00187,AUR,Phase 2,Building B,11,Duplex,5,168.8,0.0,15.8,Street View,9309151.2,55149.0,2024-12-27,contracted,2025-10-16,2025-10-17,,CUS-000084,,AGT-010,4.5,8890239.4,5,21.4,2027-03-31,2027-03-31,54.0,293,181-365 days
AUR-P2-B2-00188,AUR,Phase 2,Building B,0,Apartment,2,238.3,13.7,0.0,Courtyard View,10867194.9,45603.0,2025-08-18,available,,,,,,,,,,,,,54.0,316,181-365 days
AUR-P2-B2-00189,AUR,Phase 2,Building B,2,Apartment,4,157.0,6.4,15.7,Street View,8256002.0,52586.0,2025-08-05,reserved,2026-06-30,,,CUS-000014,,AGT-005,4.1,7917505.92,5,19.5,2027-03-31,2027-03-31,54.0,329,181-365 days
AUR-P2-B2-00190,AUR,Phase 2,Building B,0,Villa,5,453.0,126.8,42.1,Garden View,20903232.0,46144.0,2025-05-22,available,,,,,,,,,,,,,54.0,404,365+ days
AUR-P2-B2-00191,AUR,Phase 2,Building B,0,Villa,6,325.5,112.6,46.1,Street View,17573745.0,53990.0,2025-02-08,cancelled,2024-12-21,,2025-02-07,CUS-000115,,AGT-006,3.5,16958663.93,6,24.1,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P2-B2-00192,AUR,Phase 2,Building B,3,Duplex,3,132.2,0.0,19.8,Garden View,7123861.4,53887.0,2025-05-22,contracted,2026-05-31,2026-06-20,,CUS-000035,BRK-14,AGT-006,2.4,6952888.73,3,24.7,2027-03-31,2027-03-31,54.0,374,365+ days
AUR-P2-B2-00193,AUR,Phase 2,Building B,9,Duplex,5,105.0,0.0,10.3,Street View,4942875.0,47075.0,2025-01-12,available,,,,,,,,,,,,,54.0,534,365+ days
AUR-P2-B2-00194,AUR,Phase 2,Building B,1,Duplex,5,218.7,0.0,16.6,Garden View,11691264.6,53458.0,2025-01-26,available,,,,,,,,,,,,,54.0,520,365+ days
AUR-P2-B2-00195,AUR,Phase 2,Building B,4,Duplex,4,106.0,28.7,0.0,Courtyard View,6232164.0,58794.0,2025-06-06,available,,,,,,,,,,,,,54.0,389,365+ days
AUR-P2-B2-00196,AUR,Phase 2,Building B,13,Apartment,2,139.8,45.3,0.0,Garden View,8354587.8,59761.0,2024-11-08,available,,,,,,,,,,,,,54.0,599,365+ days
AUR-P2-B2-00197,AUR,Phase 2,Building B,5,Duplex,3,229.0,0.0,15.8,Pool View,13389401.0,58469.0,2025-07-18,available,,,,,,,,,,,,,54.0,347,181-365 days
AUR-P2-B2-00198,AUR,Phase 2,Building B,14,Apartment,3,95.4,51.1,0.0,Street View,6464017.8,67757.0,2024-11-19,contracted,2025-12-04,2025-12-24,,CUS-000060,,AGT-009,5.7,6095568.79,6,15.8,2027-03-31,2027-03-31,54.0,380,365+ days
AUR-P2-B2-00199,AUR,Phase 2,Building B,7,Duplex,4,190.9,24.1,0.0,Garden View,11431473.8,59882.0,2025-03-15,available,,,,,,,,,,,,,54.0,472,365+ days
AUR-P2-B2-00200,AUR,Phase 2,Building B,0,Villa,4,392.0,309.5,41.4,Pool View,17286416.0,44098.0,2025-08-19,contracted,2024-11-05,2024-11-16,,CUS-000194,,AGT-003,2.8,16802396.35,4,17.7,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P2-B2-00201,AUR,Phase 2,Building B,2,Apartment,4,124.0,0.0,16.0,Garden View,7841636.0,63239.0,2025-02-17,available,,,,,,,,,,,,,54.0,498,365+ days
AUR-P2-B2-00202,AUR,Phase 2,Building B,12,Apartment,3,172.4,0.0,19.9,Courtyard View,8233996.4,47761.0,2025-08-08,available,,,,,,,,,,,,,54.0,326,181-365 days
AUR-P2-B2-00203,AUR,Phase 2,Building B,4,Duplex,4,98.6,0.0,22.5,Skyline View,6341163.2,64312.0,2025-08-26,available,,,,,,,,,,,,,54.0,308,181-365 days
AUR-P2-B2-00204,AUR,Phase 2,Building B,7,Duplex,5,217.1,0.0,18.6,Skyline View,11011312.0,50720.0,2025-05-10,contracted,2026-06-25,2026-06-30,,CUS-000001,,AGT-001,3.2,10658950.02,5,19.6,2027-03-31,2027-03-31,54.0,411,365+ days
AUR-P2-B2-00205,AUR,Phase 2,Building B,2,Duplex,3,118.8,0.0,29.0,Courtyard View,7898299.2,66484.0,2025-01-10,contracted,2026-01-06,2026-01-08,,CUS-000087,,AGT-002,3.9,7590265.53,5,20.3,2027-03-31,2027-03-31,54.0,361,181-365 days
AUR-P2-B2-00206,AUR,Phase 2,Building B,10,Duplex,3,134.2,0.0,26.3,Garden View,6599687.6,49178.0,2025-01-05,available,,,,,,,,,,,,,54.0,541,365+ days
AUR-P2-B2-00207,AUR,Phase 2,Building B,4,Apartment,3,200.0,13.8,0.0,Skyline View,12845400.0,64227.0,2024-11-18,available,,,,,,,,,,,,,54.0,589,365+ days
AUR-P2-B2-00208,AUR,Phase 2,Building B,3,Apartment,3,221.9,0.0,11.5,Pool View,10565102.8,47612.0,2025-05-15,contracted,2026-05-30,2026-06-11,,CUS-000218,,AGT-005,3.3,10216454.41,6,19.9,2027-03-31,2027-03-31,54.0,380,365+ days
AUR-P2-B2-00209,AUR,Phase 2,Building B,0,Apartment,3,153.9,0.0,16.5,Pool View,7793803.8,50642.0,2025-06-08,contracted,2026-05-08,2026-05-20,,CUS-000007,,AGT-005,6.0,7326175.57,5,18.7,2027-03-31,2027-03-31,54.0,334,181-365 days
AUR-P2-B2-00210,AUR,Phase 2,Building B,7,Apartment,4,123.7,0.0,18.1,Skyline View,7489663.9,60547.0,2025-02-22,contracted,2024-10-09,2024-11-08,,CUS-000073,,AGT-010,3.2,7249994.66,4,16.5,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P2-B3-00211,AUR,Phase 2,Building C,12,Duplex,5,192.0,0.0,23.4,Pool View,9334272.0,48616.0,2025-04-18,contracted,2024-12-14,2024-12-21,,CUS-000154,,AGT-007,2.9,9063578.11,4,23.9,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P2-B3-00212,AUR,Phase 2,Building C,5,Apartment,3,97.9,0.0,0.0,Garden View,6085855.6,62164.0,2025-02-07,contracted,2025-08-07,2025-08-16,,CUS-000093,,AGT-005,3.5,5872850.65,3,20.5,2027-03-31,2027-03-31,54.0,181,181-365 days
AUR-P2-B3-00213,AUR,Phase 2,Building C,12,Apartment,2,100.2,16.1,11.8,Pool View,5612302.2,56011.0,2025-08-23,available,,,,,,,,,,,,,54.0,311,181-365 days
AUR-P2-B3-00214,AUR,Phase 2,Building C,7,Duplex,5,194.5,42.4,0.0,Garden View,11819959.5,60771.0,2025-03-16,contracted,2026-06-21,2026-06-30,,CUS-000019,,AGT-007,4.0,11347161.12,4,17.0,2027-03-31,2027-03-31,54.0,462,365+ days
AUR-P2-B3-00215,AUR,Phase 2,Building C,0,Villa,5,345.4,218.9,40.7,Pool View,19156574.8,55462.0,2025-04-22,available,,,,,,,,,,,,,54.0,434,365+ days
AUR-P2-B3-00216,AUR,Phase 2,Building C,4,Apartment,2,147.7,0.0,8.8,Skyline View,7939908.9,53757.0,2024-12-29,available,,,,,,,,,,,,,54.0,548,365+ days
AUR-P2-B3-00217,AUR,Phase 2,Building C,0,Villa,4,350.5,252.0,34.3,Courtyard View,15207844.5,43389.0,2025-07-25,available,,,,,,,,,,,,,54.0,340,181-365 days
